,0
173,들이 일부러 웃는거 빼고 다 좋았음  여주 이쁨 제발 문같은건 열지말라면 가만히 냅둬라  공포영화에 틴에이지 영화의 감성 한스푼 시종일관 어둡고 숨막히기 보단 중간중간 피식 읏을 수 있고 풀어주는 느낌이 있어서 보기 좋았다  주디ㅎㅎ쭈디 깜짝깜짝  아 애나벨 12는 안봐서 비교하는거는 모르겠는데 개인적으로 너무 무서웠어요 동전귀신 너무 무서워요 보는 내내 추워서인것도 있지만 다리가 후들후들 거렸네요  중간에 팝콘먹다가 무서운 장면 때문에 소리지 무서운데도 끝까지 보게함  방금보고왔다시리즈 중에서 스토리의 개연성이나 무서움이 확실이 덜하다솔직히 지루했다근데 마지막을보면 그래도 이해가된다  다니엘라 진짜 짜증남애나벨 시리즈로 다 봤지만 거기서 거기인것 같음그래도 무섭기는 하네요  다 건드렸어 듣고 뒷목잡는 영화  입틀막너무 무서움소리만으로 압도적  제임스완이 홍보하길래 직접 감독한줄 알고 봤는데 이게 제임스완 감독 퀄리티라고 라는 생각이 들정도로 이전 시리즈들에 비해 재미없었음 아니 그냥 컨저링 유니버스 작품들은 1편들 빼고는 다 킬링 무난하게 볼만은한데  레전드  시간 금방 가는줄 존잼 레전으영화관에서  혼자서  잘봤습니다 애나벨 레전드   개무섭워요  집갈뻔 했습니다레전드  아이들은 원래 하지말라는건 더 하는것임열지말라고하면 호기심 생겨서 열것이며건들지 말라고 하면 호기심 생겨서 건들게 되므로아이들에게 명령조로 말하면 안되며 부탁어조로 말을 해주고 설명을 해주면 안합니다훈육 극장에서 봐야하는 영화  이거 재미없다는 애들은 영화에 목숨걸고 비평가 빙의해서 보냐 요로나보다 재밌더만 방금 영화관갔다왔는데 무섭고 재밌더만 ㅗ  쫄리네요ㅠㅠ 공포영화는 여윽시 밤에 봐야 제맛  제임스완이라 믿고 봤습니다  그럭저럭 양호합니다  모자라지 않은 연출에 과하지 않은 공포감  팝콘 먹을 수 없을 정도로 긴장해서 봤어요  솔직히 볼만하긴했음  스토리도 괜찮고 재밌었어요  계속 나타나서 무서웠음  워렌부부팬이에여 이번에 돌아가셔 너무 슬프네용 ㅜㅜ  역시 이번에도 무섭고 재밌었는데 좀 뭔가 짧게 느껴지네요 ㅠㅠ  찌릿찌릿한 공포감 으으  무섭고 진짜 스릴넘쳐요  보는내내 긴장하고 봤습니다 간만에 괜찮은 공포영화가 나온것 같네요  무서워서 보는내내 긴장하면서 보게 됨ㅠㅠ  왜 만들었는지 알겠네ㅌㅋㅋ  공포영화 잘보는 편인데도 이건 좀 무서웠어요ㅎㅎ  이때까지 공포영화 몇개 안봤지만 이번에 실망했습니다 애나벨 1도 봤는데 이건 돈아깝다 솔직히  남자친구도 쫄정도로 무섭데요  왠만한 강심장 아니면 진짜 무서울 것 같다  와 정말 무서웠어요 집에와서도 계속 움찔  아빠 보고싶엇어도 그렇지 줘패버릴뻔햇다  엄청재밌게봤어요 진짜 개무서움  제2의 처키냐이제 그만 집으로 보내주자  솔직히 한국 삼류 공포영화들 곤지속닥보단 100배 낫다 세계관도 재밌고 이젠 애나벨 인형 모습에 익숙해 진 것 뿐 같이 간 애나벨시리즈 안 본 친구는 무서워 죽으려고 하더라  지루하고 지루한 영화결말조차 유치하고 최악이었음애나벨2를 기대하고 봤다가 실망을 넘어 분노다니엘라 개때리고싶고베이비시터가 어떡해어떡해 할동안꼬맹이가 다 해결함 ㅡㅡ  공포영화 반이상 못보는 나도 너무 어처구니없을정도로 안 무서움  끝이 너무 허무함  관람권이었으니 망정이지  아이가 달라진거 같더라니 배우가 바뀌었다 처음부터 이질감을 느끼고 시작 워렌부부는 겉저리에 불과하게 나와서 컨저링 시리즈를 생각하면 안된다 아울러 애나벨3 가 아니라 구스범스3 라고 부르는게 알맞을듯하다  진짜 이렇게 재미없는 영화는 처음인데 시간은 왜래 빨리가는건지 이제 시작인가 싶었는데 끝나더라 애나벨 집으로더니 ㄹㅇ 집으로 뛰쳐갈뻔했다 잠와서  공포를 기대하며 이 영화를 볼생각이면 집에서 롤이나 하세요 상대 잘큰 미드 원딜이 더 무서울테니까  질린다 애나벨시리즈 이제 그만  요로나와 애나벨의 합작여자아이는 되게이쁨  컨저링1만큼 무섭진 않으나 비오는날 혼영했더니 집에 갈때 좀 덜덜근데 후레쉬 비추니 유령이 사라지는게 라이트아웃 생각났음  하지 말라는건 하지말자  처키 보고 이영화보면 개무섭다 꼭 처키개봉한거보고 이거보삼  딱 무서운 것보다 놀라는 영화였어요ㅋㅋ 그래도 재밌게 잘 봤습니다  진짜 기대 이상으로 잘만들고 개무서웠습니다  에나멜 오늘밤 처키와 우웅우웅우웅우웅 사랑할까나  귀신의 집 같은 느낌 이다  이때쯤 반전이 있겠네 했는데 엔딩임  이렇게 팬들을 실망시키나관객을 극장으로 불러들이는 악마같은 영화  에나벨 12 재미있게 보셔서 기대하고 보시면 완전 실망합니다 애나벨이 이렇게 약한 악령이었나 싶고 실망이 큽니다 공포영화 애호가로써 매우 실망스러워요ㅠㅠ  워렌 추모 기념 영화  딱 정리 해드립니다 나오면 그때 집에서 볼 정도ㄷㄷ  처음 시작하는 순간부터 긴장감을놓칠수가 없었던 공포  너무 뻔한 스토리에 정말 지루하고 재미가 너무 없다 에나벨 이제 그만하자  오늘은 이불을 발끝까지 덮고 자야될 듯  진짜  돈아깝고 깜짝  놀래키기만 놀래키고 튀어나오는 귀신들도 어이없어서 웃음만 나오고 결말도 급하게 마무리 지으려는 느낌 팍팍들고 마지막에 약간 훈훈한거빼곤 뭐없음 생에 최악영화로 손꼽히는듯 대노잼  전 공포 매니아라서 평 상관없이 개봉당일 바로 가서 봤는데 깜짝놀라는 일본식 공포를 좋아하신다면 추천드리고 무서운 분위기를 느끼길 원하신다면 비추합니다  진짜 시리즈 중 제일 노잼 무섭지도 않고 깜짝 놀라는 부분은 있지만 그냥 노잼 스토리 노잼 기대하고 개봉하자마자 봤는데 실망감만 안고 가는 영화  전작들보다는 좀 약하지만 그래도 재밌긴 하네 ㅋㅋ 역시 제임스 완 감독 어떻게 해야 사람들이 소름이 돋을지를 잘 아는 감독이야 ㅋㅋㅋ  하지말라는건 좀  ㅎㅎ 비오는 밤에 봐서 그런가 나름 재밌게 잘 봤네요 공포영화는 역시 정석대로가 진리 ㅋ  시리즈 첨부터 봤는데이제 단물다빠진듯 놀래키려는 구도타이밍도 관객눈에 다읽힘 근데 귀신은 빨리 나오지도 않고 한번 놀래키면 쿨타임이 너무김 잠깐나오고 말 귀신들은 안나왔으면 덜조잡했을듯 고구마가 일 벌려놓은것 이건 진짜 너무 하다 이래놓고 평점 8점이 말이되냐  뭐랄까 악령들이 너무 ㅈ밥이된느낌  연출은 나쁘지않았음  밋밋하니 무언가 아쉽다  참나 여태 컨저링시리즈 악령1개만나와도 워렌부부가 얼마나 힘들게 봉인시키는데 이번 애나벨 집으로편은 여태 악령들 다나와도ㅋㅋㅋ 일반인하고 딸 만으로 봉인가능한거 너무 억지네요 그래도 사운드 갑툭튀 는 역대 아나 내가이거왜봤지 존나 이거볼바에 3류영화보쟈  워렌부부집 베이비시터 진심 극한직업  주인공들 이쁘고에나벨은 역시 무섭고워렌부부는 역시나고  역시 공포영화는 제임스 완 그 동안 재미도 없고 무섭지도 않은 공포영화를 때문에 돈이 아까웠는데  재미있게 잘 봤어요  워렌부부 집에서 생기는 일이라 베라 파미가 비중이 클줄알았는데 아니였네 암튼 워렌부부 넘좋아♡  무섭긴 했는데 이제 마아아아악무서워지기전에 갑자기 해피엔딩이여서ㅋㅋㄱㅋ쪼금 당황했지만 재밌게 봤습니다 개인적으로 인형의 주인이 더 무서웠던 것 같아요  마치 귀신의집에 간것같은 느낌을 주는 공포영화라서 보는내내 스릴있고 재밌었어요  스토리 생각안하고 놀라는 영화로 보면 재밌음  옆자리 여자애가 더 무서웠다 롯데월드 온것처럼 소리질러서 ㅠㅠ 사탕의인형도 후속편 나왔으면  안 무섭다는 분들은 고인물들입니다 ㅠ ㅠ 스토리는 적당했고요 애나벨 시리즈는 딱 여기까지만  애나벨은 공포의 종소리  스포일러가 포함된 감상평입니다 감상평 보기너무 재밌는 내용이고 호러팬들에게는 띵작이라고 생각 한다  왜케 평점이 높은거지 알바 많이 돌렸나보네 ㅋ 컨저링 유니버스중 가장 재미없는 영화가 바로 이 영화임 킬링타임 용으로도 비츄  
174,전편 보고 광장히 기대했는데 기대했던거보다 더 재밌었습니다  화끈한 공포영화에 완성체 뒤끝 없고 터트려 줘야 할 때 화끈하게 터트리는 공포 보는 내내 지루하지 않고 담아야 할 부분만 담은 깔끔한 스토리가 너무 마음에 든다  
175,재밌기는 한데 안무서움  친구의 말을 무시하고 하지 말라는거 골라서 하고 이런년은 친구는 커녕 절교를 넘어서 사형선고가 답  대체 언제 무서워지는지 참고 보다 끝나버림그냥 애나벨 시리즈 고마해라 감독 보니 만든 영화 죄다 안 무섭던데시간낭비ㅠㅜ  총체적난국 괴물들이 나오노   아이들용 공포영화  진짜 댓글알바가 있긴 있구나  연출 진짜 촌스럽다 에버랜드 귀신의 집이 더무섭겠다  다니엘라 진심 명치 ㅈㄴ 쎄게 때리고싶다  
176,너무너무 재미가 없네요  
177,진짜 개무서워영썸남이랑보면 난리남 ㅎㅎ  
178,시리즈라 궁금해서 봄 기대이하  또 이런영화 많이나왔으면좋겠다  야쩔었다  애내밸 실화냐 ㅎㄷㄷ  여태 봤던 시리즈중에 제일 ㄴㅈ이였음 애나벨인시디어스컨저링 덕후여서 왠만해선 재밌다 하는데 젤 실망한 시리즈 영화 끝날때도 뭐야 이게 끝임 싶을정도록 허무했음 그냥 내 돈 주고 본게 아니여서 다행일정도  
179,심장쫄깃쫄깃 무서웠음  
180,애매하게 놀람ㅋㅋㅋㅋ  
181,역시 말안듣는애들이 문제얒ㅋ  긴장되는 포인트가 없어서 액션신이라도 있길바랬다  진짜 공포 웬만하면 다 좋아하는데 결말 너무 허무하고ㅠㅠ 이게 뭐임 도대체 개에바  19세 좀 해라 중학생들 떼처럼몰려와서 놀라는거 너무 싫다  제발 영화관에서 소리지르지마라 시끄럽다 그리고 크게 욕하지마라 진짜 개패고싶으니까 특히 여자들아 욕좀그만해 나도 놀라니까   귀신의 집에 들어갔다가 나온 느낌  너무 무서운뎅 ㅜ 안 무섭다는 사람들이 많넹 공포영화가 그럼 놀래키지 놀래키지 않으면서 어케 공포영화 만들라는거 면 안 넣고 면요리 만들라는거네 놀래키는 장면 외에도 옥죄어오는 장면듷도 많앗음  아니 가지말라고했는데 왜가냐고  뭔가 공포영화라기보다 귀신으로 저스티스리그 찍은 느낌억지로끼워 맞추려는 떡밥과 뜬금없는 로맨스가 들어감예상이 다될 그런 급영화보다 구림 차라리 급영화 몇몇들은 참신이라도 하지 이건 애나벨의 이름만 따서쓴 진부 평점 생각보다 낮네용 심야로 재미있게 잘 보고왔는뎅ㅋㅋㅋㅋ  보다가 너무 무서웟쪄용입금확인 고마워요   말안듣는 세키들은 증말 빤쓰만 입혀서 내쫒아야 한다 부모가 하지말라는건 좀 하지말라고  열지말라는거 왜 열고 그르냐 뚝배기 깨버릴라 ㅡ  사탄 나올때 진심 당황함  무슨 파워레인져 악당인줄 ㅎ 그리고 전편보다 딜은 약하고 제작비 절감한게 느껴짐  꼭보세요 진짜 돈이아까ㅂ지 안 아여  에나벨 컨저링 인시디어스 싹다봤다 평점이랑 후기보고 안볼려다 봤는데 ㄱㅊ 솔직히 원래 공포 매니아라 무서운건 모르겠고 마지막에 좀 감동이였음 다 괜찮은데 그 고릴라 소리내는 악령나온순간 흥 다깼다  진짜 별로 무섭지도 않고 재밌지도 않고 지루  영화보다가 뒷자석 사람이 욕하며 비명 지르는거 처음 봄  컨저링 유니버스의 메인스트림답습니다  호러 영화지만 중간중간 코믹요소가 있어서 재밌었어요  영화 수신 양호 ㅋㅋㅎ 상당히 볼만하다고 생각합니다  재밌슴돵 중간중간 웃긴거는 예상도 못했네  아내팝콘ㅡㅡ 대자로 시켰는데 몇번못먹고 영화중간쯤에보니 소자 양으로 줄어들어있음  하지말라는건 하지말자  밥이잘생겼다 아 진작에돈아까울지알고있엇지만 봤다 뭐재미생각대로없엇고 잠이왓지만 끝까지시청볼사람은봐라  진짜 노잼 시리즈별로 다 챙겨봤는데 이번편 왜이러냐  부부 오랜만에 나왔을때 찡 저는 딸이 대단한거같네요 역시 유전인가봅니다 악령들 다나와서 정신사낙도 했는데 이제 애나벨끝이구나싶어 재밌기도했지만 시원섭섭하네요ㅠㅠ안녕애나벨  갑툭튀 너무많아서 심장 터질뻔  재미있어요 갑툭튀가 많아서 무서웠어요  긴장감 대박 ㅠㅠㅠ 애나벨 눈 무섭  진짜 노잼개연성 ㅎㅌㅊ 스토리 ㅎㅌㅊ  내가 디워 이후로 영화보다가 잠든건 또 처음이네 껄껄껄  소름소름개무서웠음ㅜㅜ  이건정말 아니야 진짜 정말로  스토리는 좀 허무하긴 했는데 나는 나름 재미있게 본 것 같음 진짜 시간 가는 줄 몰랐던 것 같애  감독은 정말 심각하게 자기 직업에 대해서 생각해보는 계기가 되길 어디부터 잘못된 건지 말도 못하겠다  좆노잼대더라책ㅓ더구루쳐덩  개노잼이다ㅜ이 두랑  
182,처음 한시간은 나갈까 가 생각이날정도ㅠㅜ전작이나 컨져링을 넘재밌게봐서 기대에 못미친영화많이 아쉽네요  
183,재밌엇어요 한번씩 보시길  넘  안무섭다   조금  더  무서웠으면하는  안타까움 ㅠ  돈아깝다 ㅡㅡ  무섭긴 개뿔 뻔한 내용의 뻔한거만 나오네  
